"brand_id","brand_name","brand_generic","brand_manufacturer","brand_use"
"","Diclofen","[Diclofenac Sodium]","Opsonin Pharma ",""
"","Diclofen SR","[Diclofenac Sodium]","Opsonin Pharma ",""
"","Diclon","[Diclofenac Sodium]","Central Pharmaceutical ",""
"","Diclon SR","[Diclofenac Sodium]","Central Pharmaceutical ",""
"","Diclonac","[Diclofenac Sodium]","Ziska Pharmaceuticals ",""
"","Diclonac","[Diclofenac Sodium]","Ziska Pharmaceuticals ",""
"","Diclonac TR","[Diclofenac Sodium]","Ziska Pharmaceuticals ",""
"","Diclonil","[Diclofenac Sodium]","Zenith Pharmaceuticals ",""
"","Diclonil SR","[Diclofenac Sodium]","Zenith Pharmaceuticals ",""
"","Diclopain","[Diclofenac Sodium]","RAK Pharmaceuticals ",""
"","Diclora","[Diclofenac Sodium]","Marksman Pharmaceutical ",""
"","Diclora TR","[Diclofenac Sodium]","Marksman Pharmaceutical ",""
"","Diclorex","[Diclofenac Sodium]","Medimet Pharmaceuticals ",""
"","Diclorex","[Diclofenac Sodium]","Medimet Pharmaceuticals ",""
"","Diclorex","[Diclofenac Sodium]","Medimet Pharmaceuticals ",""
"","Diclorex","[Diclofenac Sodium]","Medimet Pharmaceuticals ",""
"","Diclo-TR","[Diclofenac Sodium]","Apollo Pharmaceutical Laboratories ",""
"","Diclovir","[Diclofenac Sodium]","Virgo Pharmaceuticals ",""
"","Didol","[Diclofenac Sodium]","Concord Pharmaceuticals ",""
"","Difen","[Diclofenac Sodium]","Peoples Pharma ",""
"","Difenac","[Diclofenac Sodium]","Rephco Pharmaceuticals ",""
"","Difenac","[Diclofenac Sodium]","Rephco Pharmaceuticals ",""
"","Difenac CR","[Diclofenac Sodium]","Rephco Pharmaceuticals ",""
"","Dilock","[Diclofenac Sodium]","Bristol Pharma ",""
"","Dilock TR","[Diclofenac Sodium]","Bristol Pharma ",""
"","Dilock TR","[Diclofenac Sodium]","Bristol Pharma ",""
"","Dinac TR","[Diclofenac Sodium]","Navana Pharmaceuticals ",""
"","Dix TR","[Diclofenac Sodium]","Apex Pharmaceuticals ",""
"","DSR SR","[Diclofenac Sodium]","JMI Syringes & Medical Devices ",""
"","E Fenac","[Diclofenac Sodium]","Reliance Pharmaceuticals ",""
"","Edifenac","[Diclofenac Sodium]","Edruc ",""
"","Edifenac","[Diclofenac Sodium]","Edruc ",""
"","Edifenac TR","[Diclofenac Sodium]","Edruc ",""
"","Erdon","[Diclofenac Sodium]","Aristopharma ",""
"","Erdon","[Diclofenac Sodium]","Aristopharma ",""
"","Erdon TR","[Diclofenac Sodium]","Aristopharma ",""
"","Fentab","[Diclofenac Sodium]","Pharmadesh Laboratories ",""
"","Fentab SR","[Diclofenac Sodium]","Pharmadesh Laboratories ",""
"","Fenum TR","[Diclofenac Sodium]","Belsen Pharmaceuticals ",""
"","Ficlon","[Diclofenac Sodium]","Sanofi Aventis",""
"","Ficlon","[Diclofenac Sodium]","Sanofi Aventis",""
"","G Diclofenac","[Diclofenac Sodium]","Gonoshasthaya Pharmaceuticals ",""
"","G Diclofenac","[Diclofenac Sodium]","Gonoshasthaya Pharmaceuticals ",""
"","Genac","[Diclofenac Sodium]","Globe Pharmaceuticals ",""
"","Genac","[Diclofenac Sodium]","Globe Pharmaceuticals ",""
"","Hi-Fenac","[Diclofenac Sodium]","Hudson Pharmaceuticals ",""
"","Hi-Fenac-TR","[Diclofenac Sodium]","Hudson Pharmaceuticals ",""
"","Hitflam","[Diclofenac Sodium]","Ambee Pharmaceuticals ",""
"","Hitflam","[Diclofenac Sodium]","Ambee Pharmaceuticals ",""
"","Hitflam SR","[Diclofenac Sodium]","Ambee Pharmaceuticals ",""
"","Indofenac","[Diclofenac Sodium]","Indobangla Pharmaceuticals",""
"","Indofenac SR","[Diclofenac Sodium]","Indobangla Pharmaceuticals",""
"","Intafenac","[Diclofenac Sodium]","Incepta Pharmaceuticals ",""
"","Intafenac","[Diclofenac Sodium]","Incepta Pharmaceuticals ",""
"","Jefenac TR","[Diclofenac Sodium]","Ad din Pharmaceuticals ",""
"","Lardon TR","[Diclofenac Sodium]","Desh Pharmaceuticals ",""
"","Locopain","[Diclofenac Sodium]","Asiatic Laboratories ",""
"","Locopain TR","[Diclofenac Sodium]","Asiatic Laboratories ",""
"","Medifen","[Diclofenac Sodium]","Medicon Pharmaceuticals ",""
"","Medifen TR","[Diclofenac Sodium]","Medicon Pharmaceuticals ",""
"","Megafen","[Diclofenac Sodium]","Jayson Pharmaceuticals ",""
"","Megafen","[Diclofenac Sodium]","Jayson Pharmaceuticals ",""
"","Megafen SR","[Diclofenac Sodium]","Jayson Pharmaceuticals ",""
"","Miclofen","[Diclofenac Sodium]","Millat Pharmaceuticals ",""
"","Miclofen TR","[Diclofenac Sodium]","Millat Pharmaceuticals ",""
"","Mobifen","[Diclofenac Sodium]","ACI ltd.",""
"","Mobifen SR","[Diclofenac Sodium]","ACI ltd.",""
"","Mobifen SR","[Diclofenac Sodium]","ACI ltd.",""
"","Moov SR","[Diclofenac Sodium]","Astra Biopharmaceuticals ",""
"","Movonac","[Diclofenac Sodium]","Sharif Pharmaceuticals ",""
"","Movonac TR","[Diclofenac Sodium]","Sharif Pharmaceuticals ",""
"","Nasida","[Diclofenac Sodium]","Delta Pharma ",""
"","Nasida SR","[Diclofenac Sodium]","Delta Pharma ",""
"","Neofenac","[Diclofenac Sodium]","Modern Pharmaceuticals ",""
"","Neofenac SR","[Diclofenac Sodium]","Modern Pharmaceuticals ",""
"","Niro SR","[Diclofenac Sodium]","Everest Pharmaceuticals ",""
"","Niro TR","[Diclofenac Sodium]","Everest Pharmaceuticals ",""
"","Nodinac SR","[Diclofenac Sodium]","Novus Pharmaceuticals ",""
"","Nopain","[Diclofenac Sodium]","Drug International Ltd.",""
"","Norfen","[Diclofenac Sodium]","Kumudini Pharma ",""
"","Norfen SR","[Diclofenac Sodium]","Kumudini Pharma ",""
"","Nortid","[Diclofenac Sodium]","Eskayef Bangladesh",""
"","Nortid","[Diclofenac Sodium]","Eskayef Bangladesh",""
"","Nortid","[Diclofenac Sodium]","Eskayef Bangladesh",""
"","Novarin SR","[Diclofenac Sodium]","Amico Laboratories ",""
"","Orafen SR","[Diclofenac Sodium]","Rangs Pharmaceuticals ",""
"","Orfenac","[Diclofenac Sodium]","Orion Pharma ",""
"","Orfenac TR","[Diclofenac Sodium]","Orion Pharma ",""
"","Orgafen TR","[Diclofenac Sodium]","Organic Health Care",""
"","Pain Zero TR","[Diclofenac Sodium]","Reliance Pharmaceuticals ",""
"","Panfre SR","[Diclofenac Sodium]","Pacific Pharmaceuticals ",""
"","Penac","[Diclofenac Sodium]","APC Pharma ",""
"","Penac TR","[Diclofenac Sodium]","APC Pharma ",""
"","Profenac L","[Diclofenac Sodium]","Popular Pharmaceuticals ",""
"","Proflam","[Diclofenac Sodium]","Novo Healthcare and Pharma ",""
"","Proflam SR","[Diclofenac Sodium]","Novo Healthcare and Pharma ",""
"","Proladin","[Diclofenac Sodium]","Alco Pharma ",""
"","Proladin TR","[Diclofenac Sodium]","Alco Pharma ",""
"","Pronac SR","[Diclofenac Sodium]","Hallmark Pharmaceuticals ",""
"","Refain","[Diclofenac Sodium]","Monicopharma ",""
"","Refain","[Diclofenac Sodium]","Monicopharma ",""
"","Refain TR","[Diclofenac Sodium]","Monicopharma ",""
"","Renac TR","[Diclofenac Sodium]","Reman Drug Laboratories ",""
"","Reutren","[Diclofenac Sodium]","GA Company ",""
"","Reutren SR","[Diclofenac Sodium]","GA Company ",""
"","Ronac 75 IM","[Diclofenac Sodium]","General Pharmaceuticals ",""
"","Ronac TR","[Diclofenac Sodium]","General Pharmaceuticals ",""
"","Rotafen","[Diclofenac Sodium]","Salton Pharmaceuticals ",""
"","Rotafen SR","[Diclofenac Sodium]","Salton Pharmaceuticals ",""
"","Safenac TR","[Diclofenac Sodium]","Shamsul Al Amin Pharmaceuticals ",""
"","S-Fenac TR","[Diclofenac Sodium]","Seema Pharmaceuticals ",""
"","Sifen TR","[Diclofenac Sodium]","Silva Pharmaceuticals ",""
"","Sunac","[Diclofenac Sodium]","Syntho Laboratories ",""
"","Ultrafen","[Diclofenac Sodium]","Beximco Pharmaceuticals ",""
"","Ultrafen","[Diclofenac Sodium]","Beximco Pharmaceuticals ",""
"","Ultrafen","[Diclofenac Sodium]","Beximco Pharmaceuticals ",""
"","Ultrafen","[Diclofenac Sodium]","Beximco Pharmaceuticals ",""
"","Ultrafen","[Diclofenac Sodium]","Beximco Pharmaceuticals ",""
"","Ultrafen","[Diclofenac Sodium]","Beximco Pharmaceuticals ",""
"","Ultrafen SR","[Diclofenac Sodium]","Beximco Pharmaceuticals ",""
"","Volcan","[Diclofenac Sodium]","Bio Pharma Laboratories ",""
"","Volcan SR","[Diclofenac Sodium]","Bio Pharma Laboratories ",""
"","Volcan TR","[Diclofenac Sodium]","Bio Pharma Laboratories ",""
"","Volfast TR","[Diclofenac Sodium]","SN Pharmaceuticals ",""
"","Volmax SR","[Diclofenac Sodium]","Eskayef Bangladesh",""
"","Volpro","[Diclofenac Sodium]","Mystic Pharmaceuticals ",""
"","Voltalin","[Diclofenac Sodium]","Novartis",""
"","Voltalin","[Diclofenac Sodium]","Novartis",""
"","Voltalin","[Diclofenac Sodium]","Novartis",""
"","Voltalin","[Diclofenac Sodium]","Novartis",""
"","Voltalin D","[Diclofenac Sodium]","Novartis",""
"","Voltalin Forte","[Diclofenac Sodium]","Novartis",""
"","Voltalin SR","[Diclofenac Sodium]","Novartis",""
"","Voltalin SR","[Diclofenac Sodium]","Novartis",""
"","Voltarol","[Diclofenac Sodium]","Techno Drugs ",""
"","Voltid","[Diclofenac Sodium]","Pharmasia ",""
"","Voltid SR","[Diclofenac Sodium]","Pharmasia ",""
"","Volton","[Diclofenac Sodium]","White Horse Pharma",""
"","Vurdon SR","[Diclofenac Sodium]","NIPRO JMI Pharma ",""
"","Xyfenac","[Diclofenac Sodium]","Oyster Pharmaceuticals ",""
"","Betaclox","[Dicloxacillin]","Eskayef Bangladesh",""
"","Diclox","[Dicloxacillin]","Novartis",""
"","Diclox","[Dicloxacillin]","Novartis",""
"","Abdorin","[Dicycloverine Hydrochloride]","Opsonin Pharma ",""
"","Abdorin","[Dicycloverine Hydrochloride]","Opsonin Pharma ",""
"","Colicon","[Dicycloverine Hydrochloride]","Square Pharmaceuticals ",""
"","Colicon","[Dicycloverine Hydrochloride]","Square Pharmaceuticals ",""
"","Colicon","[Dicycloverine Hydrochloride]","Square Pharmaceuticals ",""
"","Cyclopan","[Dicycloverine Hydrochloride]","Incepta Pharmaceuticals ",""
"","Cyclopan","[Dicycloverine Hydrochloride]","Incepta Pharmaceuticals ",""
"","Cyclopan","[Dicycloverine Hydrochloride]","Incepta Pharmaceuticals ",""
"","Cyclovin","[Dicycloverine Hydrochloride]","Somatec Pharmaceuticals ",""
"","Cyclovin","[Dicycloverine Hydrochloride]","Somatec Pharmaceuticals ",""
"","Dirin","[Dicycloverine Hydrochloride]","Alco Pharma ",""
"","Dirin","[Dicycloverine Hydrochloride]","Alco Pharma ",""
"","Diverin","[Dicycloverine Hydrochloride]","ACI ltd.",""
"","Diverin","[Dicycloverine Hydrochloride]","ACI ltd.",""
"","Eraspa","[Dicycloverine Hydrochloride]","Syntho Laboratories ",""
"","Ibspa","[Dicycloverine Hydrochloride]","Pacific Pharmaceuticals ",""
"","IBSPA","[Dicycloverine Hydrochloride]","Pacific Pharmaceuticals ",""
"","Loverin","[Dicycloverine Hydrochloride]","Beximco Pharmaceuticals ",""
"","Loverin","[Dicycloverine Hydrochloride]","Beximco Pharmaceuticals ",""
"","Robentyl","[Dicycloverine Hydrochloride]","Healthcare Pharmaceuticals ",""
"","Robentyl","[Dicycloverine Hydrochloride]","Healthcare Pharmaceuticals ",""
"","Spalax","[Dicycloverine Hydrochloride]","Navana Pharmaceuticals ",""
"","Spalax","[Dicycloverine Hydrochloride]","Navana Pharmaceuticals ",""
"","Winspa","[Dicycloverine Hydrochloride]","Apex Pharmaceuticals ",""
"","Winspa","[Dicycloverine Hydrochloride]","Apex Pharmaceuticals ",""
"","Filazine","[Diethylcarbamazine Citrate]","Hudson Pharmaceuticals ",""
"","Remazin","[Diethylcarbamazine Citrate]","Reman Drug Laboratories ",""
"","Eczena","[Diflorasone Diacetate 0.05% :(TP)]","Square Pharmaceuticals ",""
"","Eczena","[Diflorasone Diacetate 0.05% :(TP)]","Square Pharmaceuticals ",""
"","Neopred","[Difluprednate :(EP)]","Aristopharma ",""
"","Agoxin","[Digoxin]","Aristopharma ",""
"","Centoxin","[Digoxin]","Opsonin Pharma ",""
"","Centoxin-60","[Digoxin]","Opsonin Pharma ",""
"","Digoxen","[Digoxin]","Drug International Ltd.",""
"","Digoxen","[Digoxin]","Drug International Ltd.",""
"","Lanoxin","[Digoxin]","Glaxo SmithKline Bangladesh ",""
"","Dilamide","[Diloxanide Furoate]","Pharmadesh Laboratories ",""
"","Dilamide","[Diloxanide Furoate]","Pharmadesh Laboratories ",""
"","Diloxide","[Diloxanide Furoate]","Acme Laboratories ",""
"","Cardil","[Diltiazem Hydrochloride]","Ibn Sina Pharmaceutical",""
"","Cardil","[Diltiazem Hydrochloride]","Ibn Sina Pharmaceutical",""
"","Cardizem","[Diltiazem Hydrochloride]","Drug International Ltd.",""
"","Cardizem","[Diltiazem Hydrochloride]","Drug International Ltd.",""
"","Cardizem SR","[Diltiazem Hydrochloride]","Drug International Ltd.",""
"","Cardizem SR","[Diltiazem Hydrochloride]","Drug International Ltd.",""
"","Cardizem SR","[Diltiazem Hydrochloride]","Drug International Ltd.",""
"","Dial","[Diltiazem Hydrochloride]","Nipa Pharmaceuticals ",""
"","Dilti SR","[Diltiazem Hydrochloride]","Edruc ",""
"","Diltizem SR","[Diltiazem Hydrochloride]","Square Pharmaceuticals ",""
"","Evascon","[Diltiazem Hydrochloride]","Renata ",""
"","Evascon","[Diltiazem Hydrochloride]","Renata ",""
"","Litizem","[Diltiazem Hydrochloride]","Incepta Pharmaceuticals ",""
"","Litizem","[Diltiazem Hydrochloride]","Incepta Pharmaceuticals ",""
"","Neocard","[Diltiazem Hydrochloride]","Beximco Pharmaceuticals ",""
"","Neocard","[Diltiazem Hydrochloride]","Beximco Pharmaceuticals ",""
"","Tizem","[Diltiazem Hydrochloride]","Delta Pharma ",""
"","Tizem","[Diltiazem Hydrochloride]","Delta Pharma ",""
"","Avonoid","[Diosmin ; Hesperidin]","Unimed & Unihealth Manufacturers ",""
"","Daflon","[Diosmin ; Hesperidin]","ACI ltd.",""
"","Daflon","[Diosmin ; Hesperidin]","Les Laboratories Servier Industrie, France",""
"","Diohes","[Diosmin ; Hesperidin]","Opsonin Pharma ",""
"","Diorin","[Diosmin ; Hesperidin]","Incepta Pharmaceuticals ",""
"","Hemonor","[Diosmin ; Hesperidin]","Apex Pharmaceuticals ",""
"","Hemoral","[Diosmin ; Hesperidin]","Aristopharma ",""
"","Hemorif","[Diosmin ; Hesperidin]","Square Pharmaceuticals ",""
"","Normanal","[Diosmin ; Hesperidin]","Renata ",""
"","Pilestop","[Diosmin ; Hesperidin]","Acme Laboratories ",""
"","Pilof","[Diosmin ; Hesperidin]","RAK Pharmaceuticals ",""
"","Sangril","[Diosmin ; Hesperidin]","Healthcare Pharmaceuticals ",""
"","Spotclen Plus","[Dioxybenzone 0.3% ; Hydroquinone 0.4% ; Octyldimet p-aminobenzoate 0.8% ; Oxybenzone 0.2%]","Incepta Pharmaceuticals ",""
"","Bendil","[Diphenhydramine Hydrochloride 2% ; Zinc Acetate 0.1% :(TP)]","Alco Pharma ",""
"","Bendil","[Diphenhydramine Hydrochloride 2% ; Zinc Acetate 0.1% :(TP)]","Alco Pharma ",""
"","Bendil","[Diphenhydramine Hydrochloride 2% ; Zinc Acetate 0.1% :(TP)]","Alco Pharma ",""
"","Togent","[Diphenhydramine Hydrochloride 2% ; Zinc Acetate 0.1% :(TP)]","Square Pharmaceuticals ",""
"","Adryl","[Diphenhydramine Hydrochloride]","Square Pharmaceuticals ",""
"","Bena-Flu","[Diphenhydramine Hydrochloride]","Cosmic Chemical Industries ",""
"","Didryl","[Diphenhydramine Hydrochloride]","GA Company ",""
"","Difin","[Diphenhydramine Hydrochloride]","Nipa Pharmaceuticals ",""
"","Dorenta","[Diphenhydramine Hydrochloride]","Eskayef Bangladesh",""
"","Dorenta","[Diphenhydramine Hydrochloride]","Eskayef Bangladesh",""
"","Pedeamin","[Diphenhydramine Hydrochloride]","Beximco Pharmaceuticals ",""
"","Pedilar","[Diphenhydramine Hydrochloride]","Popular Pharmaceuticals ",""
"","Pediphen","[Diphenhydramine Hydrochloride]","Somatec Pharmaceuticals ",""
"","Phenadryl","[Diphenhydramine Hydrochloride]","Acme Laboratories ",""
"","Phendrin","[Diphenhydramine Hydrochloride]","Salton Pharmaceuticals ",""
"","Rymin","[Diphenhydramine Hydrochloride]","Opsonin Pharma ",""
"","Tritanrix HB","[Diphtheria Toxoid 30IU ; Tetanus Toxoid 60IU ; Pertusis ; Hepatitis B]","Glaxo Smith Kline Biologicals S.A., Belgium",""
"","Pentaxim","[Diphtheria toxoids ; tetanus toxoids ; pertussis toxoid ; inactivated Poliomyelitis virus ; Haemophilus influenzae]","Sanofi Pasteur S. A.,France",""
"","Infanrix hexa","[Diptheria ; tetanus ; pertussis ; hepatitis B ; inactivated polio vaccine ; Haemophilus influenza]","Glaxo Smith Kline Biologicals S.A., Belgium",""
"","Infanrix Hexa","[Diptheria ; tetanus ; pertussis ; hepatitis B ; inactivated polio vaccine ; Haemophilus influenza]","Glaxo SmithKline Bangladesh ",""
"","Phosphoprep","[Disodium Hydrogen Phosphate Dodecahydrate 24% ; Sodium Dihydrogen Phosphate Dihydrate 54.22%]","Unimed & Unihealth Manufacturers ",""
"","Norbit","[Disopyramide]","Incepta Pharmaceuticals ",""
"","Micanol","[Dithranol 1% :(TP)]","Square Pharmaceuticals ",""
"","Dobumin","[Dobutamine]","ACI ltd.",""
"","Dobutamine Hcl","[Dobutamine]","Unimed & Unihealth Manufacturers ",""
"","Dobutamine Panpharma","[Dobutamine]","Laboratories Panpharma, France",""
"","Dobutin","[Dobutamine]","Incepta Pharmaceuticals ",""
"","Docetax","[Docetaxel]","Techno Drugs ",""
"","Docetax","[Docetaxel]","Techno Drugs ",""
"","Docexan","[Docetaxel]","Beacon Pharmaceuticals ",""
"","Docexan","[Docetaxel]","Beacon Pharmaceuticals ",""
"","Taxotere","[Docetaxel]","Aventis Pharma, UK",""
"","Texotere","[Docetaxel]","Sanofi Aventis",""
"","Lafrost","[Docosanol 10%]","Incepta Pharmaceuticals ",""
"","Docuset","[Docusate Sodium]","Opsonin Pharma ",""
"","Adegut","[Domperidone]","Supreme Pharmaceuticals ",""
"","Adegut","[Domperidone]","Supreme Pharmaceuticals ",""
"","Adorex","[Domperidone]","Ambee Pharmaceuticals ",""
"","Adorex","[Domperidone]","Ambee Pharmaceuticals ",""
"","Adorex","[Domperidone]","Ambee Pharmaceuticals ",""
"","Adorex","[Domperidone]","Ambee Pharmaceuticals ",""
"","Anet","[Domperidone]","Kemiko Pharmaceuticals ",""
"","Anet","[Domperidone]","Kemiko Pharmaceuticals ",""
"","Apedom","[Domperidone]","Apollo Pharmaceutical Laboratories ",""
"","Apedom","[Domperidone]","Apollo Pharmaceutical Laboratories ",""
"","Apuldon","[Domperidone]","Aristopharma ",""
"","Apuldon","[Domperidone]","Aristopharma ",""
"","Apuldon","[Domperidone]","Aristopharma ",""
"","Apuldon","[Domperidone]","Aristopharma ",""
"","Apuldon","[Domperidone]","Aristopharma ",""
"","Atidon","[Domperidone]","Asiatic Laboratories ",""
"","Atidone","[Domperidone]","Asiatic Laboratories ",""
"","Avomit","[Domperidone]","Chemist Laboratories ",""
"","Avomit","[Domperidone]","Chemist Laboratories ",""
"","Bedom","[Domperidone]","Bengal Drugs & Chemical Works Pharm. ",""
"","Bedom","[Domperidone]","Bengal Drugs & Chemical Works Pharm. ",""
"","Beridom","[Domperidone]","Belsen Pharmaceuticals ",""
"","Beridom","[Domperidone]","Belsen Pharmaceuticals ",""
"","Bpdon","[Domperidone]","Bristol Pharma ",""
"","Cosy","[Domperidone]","Orion Pharma ",""
"","Cosy","[Domperidone]","Orion Pharma ",""
"","Cosy","[Domperidone]","Orion Pharma ",""
"","Cpdom","[Domperidone]","Cosmo Pharma Laboratories ",""
"","Dedom","[Domperidone]","Decent Pharma Laboratories ",""
"","Dedom","[Domperidone]","Decent Pharma Laboratories ",""
"","Deflux","[Domperidone]","Beximco Pharmaceuticals ",""
"","Deflux","[Domperidone]","Beximco Pharmaceuticals ",""
"","Deflux","[Domperidone]","Beximco Pharmaceuticals ",""
"","Deflux DT","[Domperidone]","Beximco Pharmaceuticals ",""
"","Degut","[Domperidone]","Delta Pharma ",""
"","Degut","[Domperidone]","Delta Pharma ",""
"","Domar","[Domperidone]","Pacific Pharmaceuticals ",""
"","Domar","[Domperidone]","Pacific Pharmaceuticals ",""
"","Domar","[Domperidone]","Pacific Pharmaceuticals ",""
"","Domidon","[Domperidone]","Ziska Pharmaceuticals ",""
"","Domidon","[Domperidone]","Ziska Pharmaceuticals ",""
"","Domilin","[Domperidone]","General Pharmaceuticals ",""
"","Domilin","[Domperidone]","General Pharmaceuticals ",""
"","Domilux","[Domperidone]","Popular Pharmaceuticals ",""
"","Domilux","[Domperidone]","Popular Pharmaceuticals ",""
"","Domin","[Domperidone]","Opsonin Pharma ",""
"","Domin","[Domperidone]","Opsonin Pharma ",""
"","Domin","[Domperidone]","Opsonin Pharma ",""
"","Domin","[Domperidone]","Opsonin Pharma ",""
"","Domin","[Domperidone]","Opsonin Pharma ",""
"","Dominat","[Domperidone]","Nipa Pharmaceuticals ",""
"","Dominat","[Domperidone]","Nipa Pharmaceuticals ",""
"","Dominol","[Domperidone]","White Horse Pharma",""
"","Domiren","[Domperidone]","Renata ",""
"","Domiren","[Domperidone]","Renata ",""
"","Domiren","[Domperidone]","Renata ",""
"","Dompa S","[Domperidone]","Seema Pharmaceuticals ",""
"","Dompa S","[Domperidone]","Seema Pharmaceuticals ",""
"","Dompen","[Domperidone]","Millat Pharmaceuticals ",""
"","Dompi","[Domperidone]","Alco Pharma ",""
"","Dompi","[Domperidone]","Alco Pharma ",""
"","Domsil","[Domperidone]","Silva Pharmaceuticals ",""
"","Domsil","[Domperidone]","Silva Pharmaceuticals ",""
"","Domsil","[Domperidone]","Silva Pharmaceuticals ",""
"","Domsil DT","[Domperidone]","Silva Pharmaceuticals ",""
"","Domstal","[Domperidone]","APC Pharma ",""
"","Domstal","[Domperidone]","APC Pharma ",""
"","Don A","[Domperidone]","Acme Laboratories ",""
"","Don A","[Domperidone]","Acme Laboratories ",""
"","Don A","[Domperidone]","Acme Laboratories ",""
"","Don A","[Domperidone]","Acme Laboratories ",""
"","Don A","[Domperidone]","Acme Laboratories ",""
"","Don A","[Domperidone]","Acme Laboratories ",""
"","Dopadon","[Domperidone]","Ibn Sina Pharmaceutical",""
"","Dopadon","[Domperidone]","Ibn Sina Pharmaceutical",""
"","Dopagut","[Domperidone]","Concord Pharmaceuticals ",""
"","Dopagut","[Domperidone]","Concord Pharmaceuticals ",""
"","Doperon","[Domperidone]","United Chemicals & Pharmaceuticals ",""
"","Doperon","[Domperidone]","United Chemicals & Pharmaceuticals ",""
"","Dopon","[Domperidone]","Shamsul Al Amin Pharmaceuticals ",""
"","Doridon","[Domperidone]","Medicon Pharmaceuticals ",""
"","Doridon","[Domperidone]","Medicon Pharmaceuticals ",""
"","DP DONE","[Domperidone]","Central Pharmaceutical ",""
"","DP DONE","[Domperidone]","Central Pharmaceutical ",""
"","Dudon","[Domperidone]","Kumudini Pharma ",""
"","Dudon 100","[Domperidone]","Kumudini Pharma ",""
"","Dysnov","[Domperidone]","Unimed & Unihealth Manufacturers ",""
"","Dysnov","[Domperidone]","Unimed & Unihealth Manufacturers ",""
"","Dysnov","[Domperidone]","Unimed & Unihealth Manufacturers ",""
"","Edone","[Domperidone]","Zenith Pharmaceuticals ",""
"","Edone 100","[Domperidone]","Zenith Pharmaceuticals ",""
"","Edone 100","[Domperidone]","Zenith Pharmaceuticals ",""
"","Egut","[Domperidone]","Euro Pharma ",""
"","Egut","[Domperidone]","Euro Pharma ",""
"","Emedon","[Domperidone]","Cosmic Chemical Industries ",""
"","Emidom","[Domperidone]","Somatec Pharmaceuticals ",""
"","Emidom","[Domperidone]","Somatec Pharmaceuticals ",""
"","Emidom","[Domperidone]","Somatec Pharmaceuticals ",""
"","Emidom","[Domperidone]","Somatec Pharmaceuticals ",""
"","Eridon","[Domperidone]","Doctor's Chemicals Works ",""
"","Eridon","[Domperidone]","Doctor's Chemicals Works ",""
"","Esogut","[Domperidone]","Bio Pharma Laboratories ",""
"","Esogut","[Domperidone]","Bio Pharma Laboratories ",""
"","Esogut","[Domperidone]","Bio Pharma Laboratories ",""
"","Evdom","[Domperidone]","Everest Pharmaceuticals ",""
"","Evdom","[Domperidone]","Everest Pharmaceuticals ",""
"","Gidonic","[Domperidone]","Novelta Bestway Pharmaceuticals ",""
"","Gidonic","[Domperidone]","Novelta Bestway Pharmaceuticals ",""
"","Gidora","[Domperidone]","Rephco Pharmaceuticals ",""
"","Gidora","[Domperidone]","Rephco Pharmaceuticals ",""
"","Gutset","[Domperidone]","Ad din Pharmaceuticals ",""
"","Gutset","[Domperidone]","Ad din Pharmaceuticals ",""
"","Gutset","[Domperidone]","Ad din Pharmaceuticals ",""
"","I-Pedom","[Domperidone]","Indobangla Pharmaceuticals",""
"","I-Pedom","[Domperidone]","Indobangla Pharmaceuticals",""
"","Loridon","[Domperidone]","Modern Pharmaceuticals ",""
"","Loridon","[Domperidone]","Modern Pharmaceuticals ",""
"","Loridon","[Domperidone]","Modern Pharmaceuticals ",""
"","Loval","[Domperidone]","Jayson Pharmaceuticals ",""
"","Loval","[Domperidone]","Jayson Pharmaceuticals ",""
"","Loval","[Domperidone]","Jayson Pharmaceuticals ",""
"","Merin","[Domperidone]","Edruc ",""
"","Merin","[Domperidone]","Edruc ",""
"","Motidom","[Domperidone]","Medimet Pharmaceuticals ",""
"","Motifast","[Domperidone]","Square Pharmaceuticals ",""
"","Motigen","[Domperidone]","Novo Healthcare and Pharma ",""
"","Motigut","[Domperidone]","Square Pharmaceuticals ",""
"","Motigut","[Domperidone]","Square Pharmaceuticals ",""
"","Motigut","[Domperidone]","Square Pharmaceuticals ",""
"","Motil","[Domperidone]","Hallmark Pharmaceuticals ",""
"","Motil","[Domperidone]","Hallmark Pharmaceuticals ",""
"","Motilant","[Domperidone]","Marksman Pharmaceutical ",""
"","Motilant","[Domperidone]","Marksman Pharmaceutical ",""
"","Motilex","[Domperidone]","Techno Drugs ",""
"","Motilex","[Domperidone]","Techno Drugs ",""
"","Motilium","[Domperidone]","Ethical Drug ",""
"","Motinorm","[Domperidone]","Sharif Pharmaceuticals ",""
"","Motiper","[Domperidone]","Mystic Pharmaceuticals ",""
"","Motiper","[Domperidone]","Mystic Pharmaceuticals ",""
"","Myodon","[Domperidone]","Peoples Pharma ",""
"","Noburn","[Domperidone]","Beacon Pharmaceuticals ",""
"","Normogut","[Domperidone]","Rangs Pharmaceuticals ",""
"","Normogut","[Domperidone]","Rangs Pharmaceuticals ",""
"","Nudon","[Domperidone]","Organic Health Care",""
"","Omid","[Domperidone]","Desh Pharmaceuticals ",""
"","Omid","[Domperidone]","Desh Pharmaceuticals ",""
"","Omidon","[Domperidone]","Incepta Pharmaceuticals ",""
"","Omidon","[Domperidone]","Incepta Pharmaceuticals ",""
"","Omidon","[Domperidone]","Incepta Pharmaceuticals ",""
"","Omidon","[Domperidone]","Incepta Pharmaceuticals ",""
