brand_id,brand_name,brand_manufacturer,brand_generic
,"Irovit Z 	 		 	",Medicon Pharmaceuticals ,[Iron Polymaltose ; Vitamin B Complex ; Zinc]
,Itop-BZ,Pharmasia ,[Iron Polymaltose ; Vitamin B Complex ; Zinc]
,Livita,ACI ltd.,[Iron Polymaltose ; Vitamin B Complex ; Zinc]
,Maltovit,Somatec Pharmaceuticals ,[Iron Polymaltose ; Vitamin B Complex ; Zinc]
,Opsovit ZI,Opsonin Pharma ,[Iron Polymaltose ; Vitamin B Complex ; Zinc]
,"Orazinc B 			",Navana Pharmaceuticals ,[Iron Polymaltose ; Vitamin B Complex ; Zinc]
,Polyfer Z,Apex Pharmaceuticals ,[Iron Polymaltose ; Vitamin B Complex ; Zinc]
,Reoplex,Rephco Pharmaceuticals ,[Iron Polymaltose ; Vitamin B Complex ; Zinc]
,Seemaplex ZI,Seema Pharmaceuticals ,[Iron Polymaltose ; Vitamin B Complex ; Zinc]
,Supra Z,Drug International Ltd.,[Iron Polymaltose ; Vitamin B Complex ; Zinc]
,V4Z,JMI Syringes & Medical Devices ,[Iron Polymaltose ; Vitamin B Complex ; Zinc]
,Vitazin I,Aristopharma ,[Iron Polymaltose ; Vitamin B Complex ; Zinc]
,Vitonic,Beximco Pharmaceuticals ,[Iron Polymaltose ; Vitamin B Complex ; Zinc]
,Xinoplex I,Silva Pharmaceuticals ,[Iron Polymaltose ; Vitamin B Complex ; Zinc]
,Zimplex,Orion Pharma ,[Iron Polymaltose ; Vitamin B Complex ; Zinc]
,Zivit- I,Alco Pharma ,[Iron Polymaltose ; Vitamin B Complex ; Zinc]
,Ferimax,Incepta Pharmaceuticals ,[Iron Sucrose]
,"Forane 	 			 	 		",Unimed & Unihealth Manufacturers ,[Isoflurane]
,"Forane 					","Abbott Laboratories, UK",[Isoflurane]
,Rifazid 300 +Z,Sanofi Aventis,[Isoniazid ; Pyrazinamide ; Rifampicin]
,Rifazid 450 +Z,Sanofi Aventis,[Isoniazid ; Pyrazinamide ; Rifampicin]
,Rimactazid Z 75,Novartis,[Isoniazid ; Pyrazinamide ; Rifampicin]
,Rimactazid Z 150,Novartis,[Isoniazid ; Pyrazinamide ; Rifampicin]
,Rimactazid Z 300,Novartis,[Isoniazid ; Pyrazinamide ; Rifampicin]
,Rimactazid Z 450,Novartis,[Isoniazid ; Pyrazinamide ; Rifampicin]
,Rimcure FDC 3,Novartis,[Isoniazid ; Pyrazinamide ; Rifampicin]
,Isorifam 150,Acme Laboratories ,[Isoniazid ; Rifampicin]
,Isorifam 450,Acme Laboratories ,[Isoniazid ; Rifampicin]
,Rifagen 450,Pharmadesh Laboratories ,[Isoniazid ; Rifampicin]
,Rifazid 150,Sanofi Aventis,[Isoniazid ; Rifampicin]
,Rifazid 300,Sanofi Aventis,[Isoniazid ; Rifampicin]
,Rifazid 450,Sanofi Aventis,[Isoniazid ; Rifampicin]
,Rimactazid 75,Novartis,[Isoniazid ; Rifampicin]
,Rimactazid 150,Novartis,[Isoniazid ; Rifampicin]
,Rimactazid 300,Novartis,[Isoniazid ; Rifampicin]
,Rimactazid 450,Novartis,[Isoniazid ; Rifampicin]
,Servizid,Novartis,[Isoniazid]
,Telabid 1,Eskayef Bangladesh,[Isopropamide ; Trifluoperazine]
,Telabid 2,Eskayef Bangladesh,[Isopropamide ; Trifluoperazine]
,Telabid FORTE,Eskayef Bangladesh,[Isopropamide ; Trifluoperazine]
,Esordin,Square Pharmaceuticals ,[Isosorbide Dinitrate]
,A Card,Acme Laboratories ,[Isosorbide Mononitrate]
,Angifix,Incepta Pharmaceuticals ,[Isosorbide Mononitrate]
,Esmo,Square Pharmaceuticals ,[Isosorbide Mononitrate]
,Esmo LA,Square Pharmaceuticals ,[Isosorbide Mononitrate]
,ISM,Aristopharma ,[Isosorbide Mononitrate]
,Isocontin,White Horse Pharma,[Isosorbide Mononitrate]
,Monate,Beximco Pharmaceuticals ,[Isosorbide Mononitrate]
,Monit,Opsonin Pharma ,[Isosorbide Mononitrate]
,Moniten,ACI ltd.,[Isosorbide Mononitrate]
,Monocard,Drug International Ltd.,[Isosorbide Mononitrate]
,Monocard SR,Drug International Ltd.,[Isosorbide Mononitrate]
,Monocontin,Mundipharma,[Isosorbide Mononitrate]
,Monotate,Sun Pharmaceutical,[Isosorbide Mononitrate]
,Monotrate,Sun Pharmaceutical,[Isosorbide Mononitrate]
,Pentabid,General Pharmaceuticals ,[Isosorbide Mononitrate]
,Isotrex,Glaxo SmithKline Bangladesh ,[Isotretinoin 0.05% :(TP)]
,Retigel,Unimed & Unihealth Manufacturers ,[Isotretinoin 0.05% :(TP)]
,Isotretinion,"Les Laboratories Servier Industrie, France",[Isotretinoin]
,Roaccutane,"F. Hoffmann La Roche, Switzerland",[Isotretinoin]
,Laxadil,Drug International Ltd.,[Ispaghula Husk]
,Laxate,Medimet Pharmaceuticals ,[Ispaghula Husk]
,Lite,Rephco Pharmaceuticals ,[Ispaghula Husk]
,Lomir,Novartis,[Isradipine]
,Iconal,Kemiko Pharmaceuticals ,[Itraconazole]
,Itra,Square Pharmaceuticals ,[Itraconazole]
,Itracon,Navana Pharmaceuticals ,[Itraconazole]
,I-Zol,Popular Pharmaceuticals ,[Itraconazole]
,Corabid,Unimed & Unihealth Manufacturers ,[Ivabradine]
,Ivanor,Square Pharmaceuticals ,[Ivabradine]
,Ivaprex,Incepta Pharmaceuticals ,[Ivabradine]
,Ivaten-5,Drug International Ltd.,[Ivabradine]
,Ivaten-7.5,Drug International Ltd.,[Ivabradine]
,Ivactin,Aristopharma ,[Ivermectin]
,Ivera,Beximco Pharmaceuticals ,[Ivermectin]
,Scabo,Delta Pharma ,[Ivermectin]
,Calypsol,Gedeon Richter Hungary,[Ketamine]
,G Ketamine,Gonoshasthaya Pharmaceuticals ,[Ketamine]
,Kain,Renata ,[Ketamine]
,Ketalar,Popular Pharmaceuticals ,[Ketamine]
,Ketmine,"Grifols Biologicals Inc., USA",[Ketamine]
,Pentyl,ACI ltd.,[Ketamine]
,Dancel Shampoo,Incepta Pharmaceuticals ,"[Ketoconazole 1.9%, 2%]"
,Ketocon 2%,Opsonin Pharma ,"[Ketoconazole 1.9%, 2%]"
,Ketozol,Aristopharma ,"[Ketoconazole 1.9%, 2%]"
,Nizoder,Unimed & Unihealth Manufacturers ,"[Ketoconazole 1.9%, 2%]"
,"Nizoral 			 	 	",Sanofi Aventis,"[Ketoconazole 1.9%, 2%]"
,Resolve,Beximco Pharmaceuticals ,"[Ketoconazole 1.9%, 2%]"
,Select-Plus shampoo,Square Pharmaceuticals ,"[Ketoconazole 1.9%, 2%]"
,Ketocon,Opsonin Pharma ,[Ketoconazole]
,Ketofun,Amico Laboratories ,[Ketoconazole]
,Ketoral,Square Pharmaceuticals ,[Ketoconazole]
,Kop 2.5%,Square Pharmaceuticals ,[Ketoprofen 2.5% :(TP)]
,Profenid,Sanofi Aventis,[Ketoprofen 2.5% :(TP)]
,Kefen,Techno Drugs ,[Ketoprofen]
,Keto A,Acme Laboratories ,[Ketoprofen]
,Keto SR,Hudson Pharmaceuticals ,[Ketoprofen]
,Ketofen TR,Eskayef Bangladesh,[Ketoprofen]
,Ketonac,Navana Pharmaceuticals ,[Ketoprofen]
,Ketron SR,ACI ltd.,[Ketoprofen]
,Ketronil,Apex Pharmaceuticals ,[Ketoprofen]
,Kontrol TR,Silva Pharmaceuticals ,[Ketoprofen]
,Kop,Square Pharmaceuticals ,[Ketoprofen]
,Kop IM,Square Pharmaceuticals ,[Ketoprofen]
,Kop SR,Square Pharmaceuticals ,[Ketoprofen]
,Kynol TR,Eskayef Bangladesh,[Ketoprofen]
,Orket,Orion Pharma ,[Ketoprofen]
,Profenid,Sanofi Aventis,[Ketoprofen]
,Profenid CR,Sanofi Aventis,[Ketoprofen]
,Profenid E,Sanofi Aventis,[Ketoprofen]
,Top,Bio Pharma Laboratories ,[Ketoprofen]
,Tramp CR,Bristol Pharma ,[Ketoprofen]
,Xynofen SR,Beximco Pharmaceuticals ,[Ketoprofen]
,Emodol,Jayson Pharmaceuticals ,[Ketorolac Tromethamine 0.5% :(EP)]
,Etolac,Ibn Sina Pharmaceutical,[Ketorolac Tromethamine 0.5% :(EP)]
,Etorac,Incepta Pharmaceuticals ,[Ketorolac Tromethamine 0.5% :(EP)]
,Kerolac,GA Company ,[Ketorolac Tromethamine 0.5% :(EP)]
,Lopadol,Popular Pharmaceuticals ,[Ketorolac Tromethamine 0.5% :(EP)]
,Ofpain,Kemiko Pharmaceuticals ,[Ketorolac Tromethamine 0.5% :(EP)]
,Oradol,Aristopharma ,[Ketorolac Tromethamine 0.5% :(EP)]
,Pair,Drug International Ltd.,[Ketorolac Tromethamine 0.5% :(EP)]
,Recular,Reman Drug Laboratories ,[Ketorolac Tromethamine 0.5% :(EP)]
,Surpim,Asiatic Laboratories ,[Ketorolac Tromethamine 0.5% :(EP)]
,Todol,Opsonin Pharma ,[Ketorolac Tromethamine 0.5% :(EP)]
,Toroaid,General Pharmaceuticals ,[Ketorolac Tromethamine 0.5% :(EP)]
,Winop 0.5%,Acme Laboratories ,[Ketorolac Tromethamine 0.5% :(EP)]
,Xidolac,Beximco Pharmaceuticals ,[Ketorolac Tromethamine 0.5% :(EP)]
,Analac,Ziska Pharmaceuticals ,[Ketorolac Tromethamine 15.8% :(NP)]
,Acupain,Beacon Pharmaceuticals ,[Ketorolac Tromethamine]
,Analac,Ziska Pharmaceuticals ,[Ketorolac Tromethamine]
,Angesic,White Horse Pharma,[Ketorolac Tromethamine]
,Apilac,APC Pharma ,[Ketorolac Tromethamine]
,Apoket,Apollo Pharmaceutical Laboratories ,[Ketorolac Tromethamine]
,Arolak,Ambee Pharmaceuticals ,[Ketorolac Tromethamine]
,Detolac,Desh Pharmaceuticals ,[Ketorolac Tromethamine]
,Doloket,Kumudini Pharma ,[Ketorolac Tromethamine]
,Ecolac,Everest Pharmaceuticals ,[Ketorolac Tromethamine]
,Eket,Edruc ,[Ketorolac Tromethamine]
,E-ket,Ambee Pharmaceuticals ,[Ketorolac Tromethamine]
,Emodol,Jayson Pharmaceuticals ,[Ketorolac Tromethamine]
,Etolac,Ibn Sina Pharmaceutical,[Ketorolac Tromethamine]
,Etorac,Incepta Pharmaceuticals ,[Ketorolac Tromethamine]
,Eurolac,Euro Pharma ,[Ketorolac Tromethamine]
,Inket,Indobangla Pharmaceuticals,[Ketorolac Tromethamine]
,Kelac,Chemist Laboratories ,[Ketorolac Tromethamine]
,Kenodol,Rangs Pharmaceuticals ,[Ketorolac Tromethamine]
,Kepros,Monicopharma ,[Ketorolac Tromethamine]
,Kerolac,GA Company ,[Ketorolac Tromethamine]
,Ket,Delta Pharma ,[Ketorolac Tromethamine]
,Keteks,RAK Pharmaceuticals ,[Ketorolac Tromethamine]
,ketlac,Boehringer Ingelheim Pharmaceutical,[Ketorolac Tromethamine]
,Ketoact,Leon Pharmaceuticals ,[Ketorolac Tromethamine]
,Ketobe,Benham Pharmaceuticals ,[Ketorolac Tromethamine]
,Ketoflex,Somatec Pharmaceuticals ,[Ketorolac Tromethamine]
,Ketolab 10,Labaid Pharmaceuticals ,[Ketorolac Tromethamine]
,Ketonic,Eskayef Bangladesh,[Ketorolac Tromethamine]
,Ketoprix,Sharif Pharmaceuticals ,[Ketorolac Tromethamine]
,Ketora,Medicon Pharmaceuticals ,[Ketorolac Tromethamine]
,Ketorin,Orion Pharma ,[Ketorolac Tromethamine]
,Ketorin 30,Orion Pharma ,[Ketorolac Tromethamine]
,Ketorolac,APC Pharma ,[Ketorolac Tromethamine]
,Ketorolac.,Bristol Pharma ,[Ketorolac Tromethamine]
,Ketoroz,Astra Biopharmaceuticals ,[Ketorolac Tromethamine]
,Ketoseem,Seema Pharmaceuticals ,[Ketorolac Tromethamine]
,Ketromin,Pacific Pharmaceuticals ,[Ketorolac Tromethamine]
,Kflam,Apex Pharmaceuticals ,[Ketorolac Tromethamine]
,Kflam IV/IM,Apex Pharmaceuticals ,[Ketorolac Tromethamine]
,Kilpan,Decent Pharma Laboratories ,[Ketorolac Tromethamine]
,Kitolac,Nipa Pharmaceuticals ,[Ketorolac Tromethamine]
,Kitorex,SN Pharmaceuticals ,[Ketorolac Tromethamine]
,Knil,Rephco Pharmaceuticals ,[Ketorolac Tromethamine]
,KPR,Central Pharmaceutical ,[Ketorolac Tromethamine]
,Ktmet,JMI Syringes & Medical Devices ,[Ketorolac Tromethamine]
,Lacor,Ad din Pharmaceuticals ,[Ketorolac Tromethamine]
,Lactro,Zenith Pharmaceuticals ,[Ketorolac Tromethamine]
,Lixidol,Cosmic Chemical Industries ,[Ketorolac Tromethamine]
,Lopadol,Popular Pharmaceuticals ,[Ketorolac Tromethamine]
,Lupelac,Novelta Bestway Pharmaceuticals ,[Ketorolac Tromethamine]
,Maxdol,Concord Pharmaceuticals ,[Ketorolac Tromethamine]
,Minolac,ACI ltd.,[Ketorolac Tromethamine]
,Ofpain,Kemiko Pharmaceuticals ,[Ketorolac Tromethamine]
,Oradol,Aristopharma ,[Ketorolac Tromethamine]
,Orc,Navana Pharmaceuticals ,[Ketorolac Tromethamine]
,Painlok,Novus Pharmaceuticals ,[Ketorolac Tromethamine]
,Pair,Drug International Ltd.,[Ketorolac Tromethamine]
,Perilac,Bio Pharma Laboratories ,[Ketorolac Tromethamine]
,Repopain,Organic Health Care,[Ketorolac Tromethamine]
,Roket,Globe Pharmaceuticals ,[Ketorolac Tromethamine]
,Rolac,Renata ,[Ketorolac Tromethamine]
,Romilac,Techno Drugs ,[Ketorolac Tromethamine]
,Rotalac,Pharmasia ,[Ketorolac Tromethamine]
,Rotek,Novo Healthcare and Pharma ,[Ketorolac Tromethamine]
,Sanoket,Sanofi Aventis,[Ketorolac Tromethamine]
,Surpim,Asiatic Laboratories ,[Ketorolac Tromethamine]
,Todol,Opsonin Pharma ,[Ketorolac Tromethamine]
,Tolec,Alco Pharma ,[Ketorolac Tromethamine]
,Toradol,Radiant Pharmaceutical ,[Ketorolac Tromethamine]
,Toradolin,Radiant Pharmaceutical ,[Ketorolac Tromethamine]
,Torax,Square Pharmaceuticals ,[Ketorolac Tromethamine]
,Toro,Amulet Pharmaceuticals ,[Ketorolac Tromethamine]
,Toroaid,General Pharmaceuticals ,[Ketorolac Tromethamine]
,Toroaid IV/IM,General Pharmaceuticals ,[Ketorolac Tromethamine]
,Torolac,Silva Pharmaceuticals ,[Ketorolac Tromethamine]
,Troy,Amico Laboratories ,[Ketorolac Tromethamine]
,Veslac,Reliance Pharmaceuticals ,[Ketorolac Tromethamine]
,Winop,Acme Laboratories ,[Ketorolac Tromethamine]
,Xenolac,Shamsul Al Amin Pharmaceuticals ,[Ketorolac Tromethamine]
,Xidolac,Beximco Pharmaceuticals ,[Ketorolac Tromethamine]
,Zepac,Novartis,[Ketorolac Tromethamine]
,Zeropain,Healthcare Pharmaceuticals ,[Ketorolac Tromethamine]
,Alarid 0.025%,Square Pharmaceuticals ,[Ketotifen 0.25 % :(EP)]
,Aljen,Apex Pharmaceuticals ,[Ketotifen 0.25 % :(EP)]
,Fenat 0.025%,Drug International Ltd.,[Ketotifen 0.25 % :(EP)]
,Ketof 0.025%,Ibn Sina Pharmaceutical,[Ketotifen 0.25 % :(EP)]
,Ketomar 0.025%,Incepta Pharmaceuticals ,[Ketotifen 0.25 % :(EP)]
,Ketotifen,Reman Drug Laboratories ,[Ketotifen 0.25 % :(EP)]
,Ocutif 0.025%,Asiatic Laboratories ,[Ketotifen 0.25 % :(EP)]
,Ocutifen,General Pharmaceuticals ,[Ketotifen 0.25 % :(EP)]
,Prosma 0.025%,ACI ltd.,[Ketotifen 0.25 % :(EP)]
,Stafen 0.025%,Aristopharma ,[Ketotifen 0.25 % :(EP)]
,Tofen,Beximco Pharmaceuticals ,[Ketotifen 0.25 % :(EP)]
,Zadit 0.025%,Popular Pharmaceuticals ,[Ketotifen 0.25 % :(EP)]
,Aerofen,Silva Pharmaceuticals ,[Ketotifen]
,Alarid,Square Pharmaceuticals ,[Ketotifen]
,Asmafen,Globe Pharmaceuticals ,[Ketotifen]
,Broket,Orion Pharma ,[Ketotifen]
,Fenat,Drug International Ltd.,[Ketotifen]
,Ketifen,Acme Laboratories ,[Ketotifen]
,Ketodil,Techno Drugs ,[Ketotifen]
,Ketof,Ibn Sina Pharmaceutical,[Ketotifen]
,Ketomar,Incepta Pharmaceuticals ,[Ketotifen]
,Ketopac,Pacific Pharmaceuticals ,[Ketotifen]
,Ketorif,Bio Pharma Laboratories ,[Ketotifen]
,Ketotif,Delta Pharma ,[Ketotifen]
,Kofen,Opsonin Pharma ,[Ketotifen]
,Minia,Novo Healthcare and Pharma ,[Ketotifen]
,Prosma,ACI ltd.,[Ketotifen]
,Sanketo,Novartis,[Ketotifen]
,S-Kit,Sharif Pharmaceuticals ,[Ketotifen]
,Stafen,Aristopharma ,[Ketotifen]
,Tifen,Somatec Pharmaceuticals ,[Ketotifen]
,Tofen,Beximco Pharmaceuticals ,[Ketotifen]
,Toma,Navana Pharmaceuticals ,[Ketotifen]
,Toti,Eskayef Bangladesh,[Ketotifen]
,Totifen,Renata ,[Ketotifen]
,Zadifen,Unimed & Unihealth Manufacturers ,[Ketotifen]
,Zadit,Popular Pharmaceuticals ,[Ketotifen]
,Labecard,Popular Pharmaceuticals ,[Labetalol Hydrochloride]
,Labeta,Beximco Pharmaceuticals ,[Labetalol Hydrochloride]
,Lacicard-2,Aristopharma ,[Lacidipine]
,Lacicard-4,Aristopharma ,[Lacidipine]
,Lacidip,Incepta Pharmaceuticals ,[Lacidipine]
,Lacipin,RAK Pharmaceuticals ,[Lacidipine]
,Lacitab-2,Acme Laboratories ,[Lacidipine]
,Laciten,Square Pharmaceuticals ,[Lacidipine]
,Lactitab,Acme Laboratories ,[Lacidipine]
,L-Cardin,Drug International Ltd.,[Lacidipine]
,Lacticare,"Stiefel Laboratories Ptd ,Ireland",[Lactic acid 5% ; Sodium PCA 2.5% :(TP)]
,Laxitol,Eskayef Bangladesh,[Lactitol]
,Maxilax,Opsonin Pharma ,[Lactitol]
,Sinalax,Ibn Sina Pharmaceutical,[Lactitol]
,Titolax,Renata ,[Lactitol]
,Actilac,Healthcare Pharmaceuticals ,[Lactulose]
,Actulose,Silva Pharmaceuticals ,[Lactulose]
,Asilac,Asiatic Laboratories ,[Lactulose]
,Avolac Oral,Aristopharma ,[Lactulose]
,Comfort,APC Pharma ,[Lactulose]
,Conlax,Unimed & Unihealth Manufacturers ,[Lactulose]
,Constilac,Renata ,[Lactulose]
,Devolac,Desh Pharmaceuticals ,[Lactulose]
,Dlac,Drug International Ltd.,[Lactulose]
,D-Lac,Drug International Ltd.,[Lactulose]
,Dulac Oral Solution,Chemist Laboratories ,[Lactulose]
,E-Lax,Edruc ,[Lactulose]
,Ezylax,Orion Pharma ,[Lactulose]
,Ezylax,Opsonin Pharma ,[Lactulose]
,Inolac,Incepta Pharmaceuticals ,[Lactulose]
,Isolac,Concord Pharmaceuticals ,[Lactulose]
,Laclose,Opsonin Pharma ,[Lactulose]
,Lactolax,Pharmasia ,[Lactulose]
,Lactomose,Monicopharma ,[Lactulose]
,Lactu,Bio Pharma Laboratories ,[Lactulose]
,Lactulose H,Hudson Pharmaceuticals ,[Lactulose]
,Lax,Medicon Pharmaceuticals ,[Lactulose]
,Laxativ,Rangs Pharmaceuticals ,[Lactulose]
,Laxol,Navana Pharmaceuticals ,[Lactulose]
,Laxolac 100,Globe Pharmaceuticals ,[Lactulose]
,Leaxe,Alco Pharma ,[Lactulose]
,Livax,Pacific Pharmaceuticals ,[Lactulose]
,Livoton,Kemiko Pharmaceuticals ,[Lactulose]
,Loctoz,Amico Laboratories ,[Lactulose]
,Lublac,JMI Pharma,[Lactulose]
,Mylac,Mystic Pharmaceuticals ,[Lactulose]
,Oralax,Somatec Pharmaceuticals ,[Lactulose]
,Osmolax,Square Pharmaceuticals ,[Lactulose]
,P Lac,Pharmadesh Laboratories ,[Lactulose]
,Regulose,General Pharmaceuticals ,[Lactulose]
,Relacs,ACI ltd.,[Lactulose]
,Rewat,Kumudini Pharma ,[Lactulose]
,Serelose,Beximco Pharmaceuticals ,[Lactulose]
,Sinalac,Ibn Sina Pharmaceutical,[Lactulose]
,Sivolac,Sharif Pharmaceuticals ,[Lactulose]
,Tulac,Eskayef Bangladesh,[Lactulose]
,Tulos,Acme Laboratories ,[Lactulose]
,Xylose,Delta Pharma ,[Lactulose]
,Zenilac,Zenith Pharmaceuticals ,[Lactulose]
,Triovix,Beximco Pharmaceuticals ,[Lamivudine ; Nevirapine ; Zidovudine]
,Avudin,Square Pharmaceuticals ,[Lamivudine ; Zidovudine]
,Diavix,Beximco Pharmaceuticals ,[Lamivudine ; Zidovudine]
,Avilam,Beximco Pharmaceuticals ,[Lamivudine]
,Hepavir,Square Pharmaceuticals ,[Lamivudine]
,Hivarif,Square Pharmaceuticals ,[Lamivudine]
,Lamidin,Eskayef Bangladesh,[Lamivudine]
,Lamivir,Incepta Pharmaceuticals ,[Lamivudine]
,Zeffix,Glaxo SmithKline Bangladesh ,[Lamivudine]
,Lamictal,Glaxo SmithKline Bangladesh ,[Lamotrigine]
,Lamitrin,ACI ltd.,[Lamotrigine]
,Enso,Kemiko Pharmaceuticals ,[Lansoprazole]
,Lanozole,Medimet Pharmaceuticals ,[Lansoprazole]
,Lansec,Drug International Ltd.,[Lansoprazole]
,Lansina,Ibn Sina Pharmaceutical,[Lansoprazole]
,Lanso,Square Pharmaceuticals ,[Lansoprazole]
,Lansodin,Acme Laboratories ,[Lansoprazole]
,Lansopril,Amico Laboratories ,[Lansoprazole]
,Lansoprol,Ziska Pharmaceuticals ,[Lansoprazole]
,Lansozol,Chemist Laboratories ,[Lansoprazole]
,Lantid,Opsonin Pharma ,[Lansoprazole]
,Lanz,ACI ltd.,[Lansoprazole]
,Lanzol,Doctor's Chemicals Works ,[Lansoprazole]
,Lap,Ambee Pharmaceuticals ,[Lansoprazole]
,Lasocon,Bio Pharma Laboratories ,[Lansoprazole]
,Lazo,Desh Pharmaceuticals ,[Lansoprazole]
,Protolan,Beximco Pharmaceuticals ,[Lansoprazole]
,Zoton,General Pharmaceuticals ,[Lansoprazole]
,Tykerb,"Glaxo Operations, UK",[Lapatinib]
,Lotensin Plus,ACI ltd.,[Latanoprost .005% ; Timolol 0.5% :(EP)]
,Xalacom,"Pfizer Manufacturing, Belgium",[Latanoprost .005% ; Timolol 0.5% :(EP)]
,Xalanol,Beximco Pharmaceuticals ,[Latanoprost .005% ; Timolol 0.5% :(EP)]
,Ocuprost,Navana Pharmaceuticals ,[Latanoprost 0.005% :(EP)]
,Remaprost,Reman Drug Laboratories ,[Latanoprost 0.005% :(EP)]
,Xalaprost,Beximco Pharmaceuticals ,[Latanoprost 0.005% :(EP)]
,Arolef,General Pharmaceuticals ,[Leflunomide]
,Motoral,ACI ltd.,[Leflunomide]
,Nodia,Incepta Pharmaceuticals ,[Leflunomide]
,Granocyte 34,"Aventis Pharma, France",[Lenograstrim]
,Canider,ACI ltd.,[Lercanidipine Hydrochloride]
,Larcadip,Incepta Pharmaceuticals ,[Lercanidipine Hydrochloride]
,Larcan,Opsonin Pharma ,[Lercanidipine Hydrochloride]
,Lotensyl,Sun Pharmaceutical,[Lercanidipine Hydrochloride]
,Endofree,Incepta Pharmaceuticals ,[Letrozole]
,Femara,"Novartis Pharma AG., Switzerland",[Letrozole]
,Femzole,Beximco Pharmaceuticals ,[Letrozole]
,Lenor,Eskayef Bangladesh,[Letrozole]
,Lerozol,Square Pharmaceuticals ,[Letrozole]
,Letrol,Renata ,[Letrozole]
,Loreta,Popular Pharmaceuticals ,[Letrozole]
,Zoleta,Nuvista Pharma Ltd,[Letrozole]
,Lucrin Depot,"Takeda Pharmaceutical Company, Japan",[Leuprolide acetate 3.75mg ; Gelatin 0.65mg ; dl-lactic]
,Biotrex,Bio Pharma Laboratories ,[Levamisole]
,Deotrex,Desh Pharmaceuticals ,[Levamisole]
,Etrax,ACI ltd.,[Levamisole]
,G Levamisole,Gonoshasthaya Pharmaceuticals ,[Levamisole]
,Helmisole,GA Company ,[Levamisole]
,Lemox,Bengal Drugs & Chemical Works Pharm. ,[Levamisole]
,Levamin,Pharmadesh Laboratories ,[Levamisole]
,Levamisole M,Modern Pharmaceuticals ,[Levamisole]
,Neo Trax,Acme Laboratories ,[Levamisole]
,Neotrax,Acme Laboratories ,[Levamisole]
,Vermicom,Opsonin Pharma ,[Levamisole]
,Citazar,ACI ltd.,[Levetiracetam]
,Eletam,Unimed & Unihealth Manufacturers ,[Levetiracetam]
,Erata,Novartis,[Levetiracetam]
,Iracet,Square Pharmaceuticals ,[Levetiracetam]
,Pivacain-L,ACI ltd.,[Levobupivacaine Hydrochloride]
,Carnitab,Beximco Pharmaceuticals ,[Levocarnitine Syrup]
,Cartine,ACI ltd.,[Levocarnitine Syrup]
,Levocar,Square Pharmaceuticals ,[Levocarnitine Syrup]
,Ocarnix,Incepta Pharmaceuticals ,[Levocarnitine Syrup]
,Carnitab,Beximco Pharmaceuticals ,[Levocarnitine]
,Carniten,Drug International Ltd.,[Levocarnitine]
,Cartine,ACI ltd.,[Levocarnitine]
,Envitor,Opsonin Pharma ,[Levocarnitine]
,L - Carni,General Pharmaceuticals ,[Levocarnitine]
,Lenit,Delta Pharma ,[Levocarnitine]
,Levocar,Square Pharmaceuticals ,[Levocarnitine]
,Ocarnix,Incepta Pharmaceuticals ,[Levocarnitine]
,Acitrin-L,ACI ltd.,[Levocetirizine Hydrochloride]
,Alcet,Healthcare Pharmaceuticals ,[Levocetirizine Hydrochloride]
,Cevozin,Ad din Pharmaceuticals ,[Levocetirizine Hydrochloride]
,Clarigen,Drug International Ltd.,[Levocetirizine Hydrochloride]
,Curin,Beximco Pharmaceuticals ,[Levocetirizine Hydrochloride]
,Enacet,Somatec Pharmaceuticals ,[Levocetirizine Hydrochloride]
,Lacer,Everest Pharmaceuticals ,[Levocetirizine Hydrochloride]
,Lecet,Pacific Pharmaceuticals ,[Levocetirizine Hydrochloride]
,Lecetrin,Delta Pharma ,[Levocetirizine Hydrochloride]
,Lecitin,Zenith Pharmaceuticals ,[Levocetirizine Hydrochloride]
,Lerex,Asiatic Laboratories ,[Levocetirizine Hydrochloride]
,Levocet,Alco Pharma ,[Levocetirizine Hydrochloride]
,Levocetril,Chemist Laboratories ,[Levocetirizine Hydrochloride]
,Levomin,Ibn Sina Pharmaceutical,[Levocetirizine Hydrochloride]
,Levorex,Popular Pharmaceuticals ,[Levocetirizine Hydrochloride]
,Levotiz,Euro Pharma ,[Levocetirizine Hydrochloride]
,Lingin,Novartis,[Levocetirizine Hydrochloride]
,Liset,Syntho Laboratories ,[Levocetirizine Hydrochloride]
,Lozin,Kemiko Pharmaceuticals ,[Levocetirizine Hydrochloride]
,Lupron,Kumudini Pharma ,[Levocetirizine Hydrochloride]
,LVC,Organic Health Care,[Levocetirizine Hydrochloride]
,Megatrol,Peoples Pharma ,[Levocetirizine Hydrochloride]
,Polan,Globe Pharmaceuticals ,[Levocetirizine Hydrochloride]
,Purotrol,Square Pharmaceuticals ,[Levocetirizine Hydrochloride]
,Rehaf,Aristopharma ,[Levocetirizine Hydrochloride]
,Rinocet,RAK Pharmaceuticals ,[Levocetirizine Hydrochloride]
,Rinotin,Bio Pharma Laboratories ,[Levocetirizine Hydrochloride]
,Seasonix,Incepta Pharmaceuticals ,[Levocetirizine Hydrochloride]
,Verizin,Sharif Pharmaceuticals ,[Levocetirizine Hydrochloride]
,Vocet,Apex Pharmaceuticals ,[Levocetirizine Hydrochloride]
,Acitrin-L,ACI ltd.,[Levocetrizine Dihydrochloride 0.1%]
